opabbrev,opname,optype,datasource,count
Non-public,"MA-YI Filipino Theatre Ensemble, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"Ripe Time, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"J. Pinz Metals Co., Inc.",Non-public,dca_operatingbusinesses,2
Non-public,Joshua and Caleb Ministries Inc,Non-public,foodbankny_foodbanks,1
Non-public,Quik Park 65th St. Llc,Non-public,dca_operatingbusinesses,1
Non-public,W 155 Operating Llc,Non-public,dca_operatingbusinesses,1
Non-public,Rgl Parking & Transportation Llc,Non-public,dca_operatingbusinesses,1
Non-public,Ps 37 Petrides Annex,Non-public,nysed_activeinstitutions,1
Non-public,"International Nursery School Of Parkway Village,Inc",Non-public,dohmh_daycare,1
Non-public,Family Renaissance,Non-public,nysed_activeinstitutions,1
Non-public,Brooklyn Ctr For Independ-Disabled,Non-public,nysed_activeinstitutions,1
Non-public,ApexArt Curatorial Program,Non-public,dcla_culturalinstitutions,1
Non-public,"Brooklyn Bridge Park Conservancy, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Lisa Assennata,Non-public,dohmh_daycare,1
Non-public,The Eagle Academy For Young Men Of Staten Island Annex,Non-public,nysed_activeinstitutions,1
Non-public,W. 26th St Operating Llc,Non-public,dca_operatingbusinesses,1
Non-public,Brownville Comm Baptist Church,Non-public,nysed_activeinstitutions,1
Non-public,Gouvernor Samuel J. Tilden (2),Non-public,nysed_activeinstitutions,1
Non-public,Assurance Collision Center Inc,Non-public,dca_operatingbusinesses,1
Non-public,Community Parents Head Start,Non-public,doe_universalprek,1
Non-public,Bais Yaakov D'Chassidei Gur,Non-public,nysed_activeinstitutions,1
Non-public,"Theatron, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Atlantic Towing Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Elmhurst Care Center,Inc",Non-public,nysdoh_healthfacilities,1
Non-public,Council For Urban Employment,Non-public,nysed_activeinstitutions,1
Non-public,Kingsbridge Heights Comm. Center,Non-public,nysed_activeinstitutions,1
Non-public,"Applewhite Hospitality Academy, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,Quik Park East 102nd Street Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Sunrise 2018 Inc,Non-public,dca_operatingbusinesses,1
Non-public,East Bronx Day Care Center,Non-public,doe_universalprek,1
Non-public,Riverbank State Park So. End # 2,Non-public,nysed_activeinstitutions,1
Non-public,Mott Park Llc,Non-public,dca_operatingbusinesses,1
Non-public,Bushwick United HDFC 3,Non-public,doe_universalprek,1
Non-public,"Brooklyn Chinese-American Association, Inc.",Non-public,dohmh_daycare,1
Non-public,"Centerlight Health System, Inc.",Non-public,dfta_contracts,1
Non-public,All My Children Day Care (Mayfield),Non-public,doe_universalprek,1
Non-public,New York City Montessori Charter School,Non-public,doe_lcgms,1
Non-public,Cornell University - Cornellnyc Tech Campus,Non-public,nysed_activeinstitutions,1
Non-public,"Aabr, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,E River Child Development,Non-public,nysed_activeinstitutions,1
Non-public,Snt Bus Inc,Non-public,doe_busroutesgarages,3
Non-public,Enterprise Parking Systems 11 Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Don Thomas Buses, Inc. (B2321)",Non-public,doe_busroutesgarages,4
Non-public,Willie Mae Rock Camp for Girls,Non-public,dcla_culturalinstitutions,1
Non-public,ParCare Community Health Network,Non-public,nysdoh_healthfacilities,2
Non-public,Mirrer Yeshiva High School,Non-public,nysed_activeinstitutions,1
Non-public,"Corona Youth Music Project, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"Inwood Ny Garage, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Manhattan High School For Girls,Non-public,nysed_activeinstitutions,1
Non-public,85 Flatbush Garage Corp,Non-public,dca_operatingbusinesses,1
Non-public,Calamaras Realty Corporation,Non-public,dca_operatingbusinesses,1
Non-public,Lavelle School For The Blind,Non-public,dohmh_daycare,1
Non-public,"Lavner Camps & Programs, Inc.",Non-public,dohmh_daycare,1
Non-public,Dc For The Bright And Gifted,Non-public,nysed_activeinstitutions,1
Non-public,Springfield Gardens Vbs,Non-public,nysed_activeinstitutions,1
Non-public,"Northeast Bronx Day Care Center,Inc.",Non-public,dohmh_daycare,1
Non-public,Mansion 88 Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Mp 50 North Llc,Non-public,dca_operatingbusinesses,1
Non-public,Usda Ceo P373r At Ps 48,Non-public,nysed_activeinstitutions,1
Non-public,Henry Street Settlement,Non-public,nysomh_mentalhealth,4
Non-public,Ib Parking Lot Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Teller Avenue,Non-public,nysed_activeinstitutions,1
Non-public,Greenwich House Inc.,Non-public,nysomh_mentalhealth,2
Non-public,"Birch Family Services, Inc.",Non-public,nysed_activeinstitutions,7
Non-public,Judd Foundation,Non-public,dcla_culturalinstitutions,1
Non-public,Nycha-Amsterdam Avenue,Non-public,nysed_activeinstitutions,1
Non-public,"Herard Center Of Technology, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,Young Mens And Young Womens Hebrew Association Of,Non-public,dfta_contracts,1
Non-public,Epiphany Lutheran Elementary School,Non-public,nysed_activeinstitutions,1
Non-public,"Fairytale Day Care, Inc.",Non-public,dohmh_daycare,2
Non-public,Infant & Child Learning Center,Non-public,nysed_activeinstitutions,1
Non-public,Champion Parking 75 Llc,Non-public,dca_operatingbusinesses,1
Non-public,Washington Heights Ecumenical Food Pantry,Non-public,foodbankny_foodbanks,1
Non-public,Usda-Ceo P177q At P295,Non-public,nysed_activeinstitutions,1
Non-public,Shine Bright Academy,Non-public,doe_universalprek,1
Non-public,"KPRH IV Operations, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,Sun Han Ent Children Mission Ctr,Non-public,nysed_activeinstitutions,1
Non-public,Mp 34 Tribeca Llc,Non-public,dca_operatingbusinesses,1
Non-public,Adventureland Day Camp,Non-public,nysed_activeinstitutions,1
Non-public,Inst For Career Training & Developme,Non-public,nysed_activeinstitutions,1
Non-public,Quik Park West 23rd Street Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Hollis Court Collision & Recovery Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Usda-Ceo P368k At Ps120k,Non-public,nysed_activeinstitutions,1
Non-public,Taino Towers Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Clarity 47 Parking, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Holy Rosary School,Non-public,nysed_activeinstitutions,2
Non-public,Phipps Neighborhoods Daly Avenue ECEC,Non-public,doe_universalprek,1
Non-public,Do Good Automotive Inc,Non-public,dca_operatingbusinesses,1
Non-public,Great Oaks Academy,Non-public,doe_universalprek,1
Non-public,"Honablue Institute Of Audio Engineering, Inc. (The)",Non-public,nysed_activeinstitutions,1
Non-public,"YIVO Institute for Jewish Research, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Star Paradise Inc,Non-public,nysed_activeinstitutions,1
Non-public,Fob School Of Health Careers,Non-public,nysed_activeinstitutions,1
Non-public,Liberty Partnerships Program,Non-public,nysed_activeinstitutions,1
Non-public,Lil Inventors Child Care Aqueduct Llc,Non-public,dohmh_daycare,1
Non-public,Usda-Ceo P369k At Is 117k,Non-public,nysed_activeinstitutions,1
Non-public,P277q At  Q314,Non-public,nysed_activeinstitutions,1
Non-public,Lt Nick Lia Playground,Non-public,nysed_activeinstitutions,1
Non-public,A&J Tires Repair,Non-public,nysdec_solidwaste,1
Non-public,Darkside Automotive Corp,Non-public,dca_operatingbusinesses,1
Non-public,Enterprise 60 West Llc,Non-public,dca_operatingbusinesses,1
Non-public,Nycha-Kingsborough Community Center,Non-public,nysed_activeinstitutions,1
Non-public,Brooklyn Public Library-Eastern Parkway,Non-public,nysed_activeinstitutions,1
Non-public,"Pan Asian Repertory Theatre, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Sebco Development Inc,Non-public,dfta_contracts,1
Non-public,Shalom Senior Center,Non-public,foodbankny_foodbanks,2
Non-public,Woc Cielo Garage Company Llc,Non-public,dca_operatingbusinesses,1
Non-public,Saint Kevin Catholic Academy,Non-public,nysed_activeinstitutions,1
Non-public,"Housing Works Used Book Caf?, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,B & L Health Inc,Non-public,nysdoh_healthfacilities,3
Non-public,Quik Park Ely Garage Ii Llc,Non-public,dca_operatingbusinesses,1
Non-public,Denizko DCC,Non-public,doe_universalprek,1
Non-public,Harry H. Gordon School (NYL),Non-public,doe_universalprek,1
Non-public,Little Sisters of the Assumption,Non-public,foodbankny_foodbanks,1
Non-public,Weill Cornell Imaging at New York Presbyterian,Non-public,nysdoh_healthfacilities,7
Non-public,Park On 44th Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Zephyr Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,"City Pro Group, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,St. Nicholas Park,Non-public,nysed_activeinstitutions,1
Non-public,Anthropology Museum of the People of New York,Non-public,dcla_culturalinstitutions,1
Non-public,"M & N Sports, Inc.",Non-public,dohmh_daycare,1
Non-public,"Independent Feature Project, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Garsch Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Chinese American Culture & Art Association,Non-public,dcla_culturalinstitutions,1
Non-public,Playwrights' Preview Productions,Non-public,dcla_culturalinstitutions,1
Non-public,"Metropolitan Learning Institute, Llc",Non-public,nysed_activeinstitutions,1
Non-public,Stage 3 Automotive Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Gouvernor Morris (1),Non-public,nysed_activeinstitutions,1
Non-public,East 20th Lot Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Institute For The Study Of Infection Control, Inc (The)",Non-public,nysed_activeinstitutions,1
Non-public,Full Gospel,Non-public,nysed_activeinstitutions,1
Non-public,Crossroads Unlimited  Inc.,Non-public,nysopwdd_providers,1
Non-public,"Nc Nail Institute, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,Yeshiva Torah Temimah,Non-public,nysed_activeinstitutions,2
Non-public,Building 16 Youth Group Corporation,Non-public,dohmh_daycare,1
Non-public,Smith & Livingston Parking Llc,Non-public,dca_operatingbusinesses,2
Non-public,Park Avenue United Methodist Church,Non-public,dohmh_daycare,1
Non-public,A&L Collision Specialist Inc,Non-public,dca_operatingbusinesses,1
Non-public,Midtown Care Inc.,Non-public,dohmh_daycare,2
Non-public,St. Peter's Love Kitchen Pantry,Non-public,foodbankny_foodbanks,1
Non-public,Saint Raymond Boys High School,Non-public,nysed_activeinstitutions,1
Non-public,"Little Explorers,Inc.",Non-public,dohmh_daycare,1
Non-public,# 1 Towrific Empire Inc,Non-public,dca_operatingbusinesses,1
Non-public,Church Of God In Christ On The Hill,Non-public,nysed_activeinstitutions,1
Non-public,200 E. 70 Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,World Dance Theatre,Non-public,dcla_culturalinstitutions,1
Non-public,"Brighton Collision, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Bank Street Head Start,Non-public,doe_universalprek,1
Non-public,"Queens Dialysis at The Pavilion, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,West Harlem Group Assistance Inc.,Non-public,nysomh_mentalhealth,1
Non-public,"Camba, Inc",Non-public,dohmh_daycare,3
Non-public,Montessori On The Park,Non-public,nysed_activeinstitutions,1
Non-public,"Southeast Bronx Neighborhood Centers, Inc.",Non-public,dohmh_daycare,2
Non-public,More Grace Redemptive Center Inc.,Non-public,foodbankny_foodbanks,1
Non-public,Asian American Target Summer Camp,Non-public,nysed_activeinstitutions,1
Non-public,38 Sixth Avenue Parking Corp,Non-public,dca_operatingbusinesses,1
Non-public,Dcic Business Institute,Non-public,nysed_activeinstitutions,1
Non-public,"USRC South Flushing, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,Kings Highway Realty Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Nash Jew (Manhattan Beach Dc),Non-public,nysed_activeinstitutions,1
Non-public,"Hanson Place Child Development Center, Inc.",Non-public,doe_universalprek,1
Non-public,"Jupiter Symphony of New York, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,F & S Towing Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Friends of Crown Heights Educational Center #11,Non-public,doe_universalprek,1
Non-public,"Liberty Endoscopy Center, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,East Harlem CHS Bilingual Head Start Program,Non-public,doe_universalprek,1
Non-public,Usda-Ceo P010x At Ps 240,Non-public,nysed_activeinstitutions,1
Non-public,Shirley Chisholm Day Care Center Site 1,Non-public,doe_universalprek,1
Non-public,Champion Broadway Parking Corp,Non-public,dca_operatingbusinesses,1
Non-public,Tcr Tennis Club Of Riverdale Inc,Non-public,dohmh_daycare,1
Non-public,Chelsea Symphony,Non-public,dcla_culturalinstitutions,1
Non-public,Kindercare Education At Work Llc,Non-public,dohmh_daycare,1
Non-public,Maroos Preschool,Non-public,doe_universalprek,1
Non-public,Dean Street Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Butler Day Camp,Non-public,nysed_activeinstitutions,1
Non-public,Postgraduate Center for Mental Health Inc.,Non-public,nysomh_mentalhealth,31
Non-public,"Sylvan Gerard Garage, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Art Direct Club-Nyc Salt Photo Camp,Non-public,nysed_activeinstitutions,1
Non-public,Queens Symphony Orchestra,Non-public,dcla_culturalinstitutions,1
Non-public,Leman Manhattan Preparatory School Llc,Non-public,dohmh_daycare,1
Non-public,"Korean Presbyterian Church Of Queens, Inc.",Non-public,dohmh_daycare,1
Non-public,Corlears School,Non-public,dohmh_daycare,2
Non-public,Shirley Chisholm Day Care Center Site 5 Advent Center,Non-public,doe_universalprek,1
Non-public,Amazing Grace Cna Training & Staffing Llc,Non-public,nysed_activeinstitutions,1
Non-public,Dynamic Auto Works Inc,Non-public,dca_operatingbusinesses,2
Non-public,Plaza Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Quik Park 390 Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Advanced Software Analysis,Non-public,nysed_activeinstitutions,1
Non-public,Young Mens Christian Association Of Greater Ny,Non-public,dohmh_daycare,1
Non-public,Career Center (The),Non-public,nysed_activeinstitutions,1
Non-public,"Robles, Joseph Jr",Non-public,dca_operatingbusinesses,1
Non-public,Star America,Non-public,nysed_activeinstitutions,1
Non-public,"High Hopes of Staten Island, Inc.",Non-public,doe_universalprek,1
Non-public,Indochina Sino-American Comm. Ctr,Non-public,nysed_activeinstitutions,1
Non-public,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School,Non-public,doe_lcgms,1
Non-public,Brooklyn Public Library-New Utrecht Branch,Non-public,nysed_activeinstitutions,1
Non-public,"Stepping Stone Day School, Inc.",Non-public,doe_universalprek,1
Non-public,Nycha-Claremont/Franklin,Non-public,nysed_activeinstitutions,1
Non-public,Techno-Dent Training Center,Non-public,nysed_activeinstitutions,1
Non-public,"325 Fifth Car Park, Llc",Non-public,dca_operatingbusinesses,1
Non-public,"Great Small Works, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Power Lift Automotive Llc,Non-public,dca_operatingbusinesses,1
Non-public,Pre-K Center At 98-22 55th Avenue,Non-public,nysed_activeinstitutions,1
Non-public,"Yangtze Repertory Theatre of America, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Hamilton-Madison House Inc.,Non-public,nysomh_mentalhealth,5
Non-public,Jenny East Tremont Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Paniagua Parking Corporation,Non-public,dca_operatingbusinesses,2
Non-public,86 St. Parking Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Garment One Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Usda-Ceo P009q At P182q Samantha S.,Non-public,nysed_activeinstitutions,1
Non-public,East Village Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Friends And Family Day Care Ltd.,Non-public,dohmh_daycare,2
Non-public,Webster Ave Petroleum Corp.,Non-public,dca_operatingbusinesses,1
Non-public,New Riverdale Parking Inc.,Non-public,dca_operatingbusinesses,1
Non-public,John Jay Pool,Non-public,nysed_activeinstitutions,1
Non-public,"York Parking, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Usda-Ceo P025r At Curtis Hs,Non-public,nysed_activeinstitutions,1
Non-public,Achievement First Endeavor Charter School,Non-public,doe_lcgms,1
Non-public,Brooke Parking Garage Inc,Non-public,dca_operatingbusinesses,1
Non-public,Highbridge Advisory Council Doris East Stone Day Care,Non-public,doe_universalprek,1
Non-public,Cooke School And Institute,Non-public,nysed_activeinstitutions,1
Non-public,Aozora Community Foundation Inc,Non-public,dohmh_daycare,1
Non-public,"Consolidated Bus Transit, Inc.",Non-public,doe_busroutesgarages,4
Non-public,Nycha-Tilden Houses,Non-public,nysed_activeinstitutions,1
Non-public,Maimonides Medical Ctr,Non-public,nysed_activeinstitutions,1
Non-public,Mp 126 Llc,Non-public,dca_operatingbusinesses,1
Non-public,Kingsboro Psychiatric Center,Non-public,nysomh_mentalhealth,8
Non-public,Abingdon Theatre Company,Non-public,dcla_culturalinstitutions,1
Non-public,"Acel Training Center, Llc",Non-public,nysed_activeinstitutions,1
